of,contrato,empenho,empresa,cnpj,ano,ptres,plano_interno,processo,ted,bem,area,macro_area,intervencao,quantidade,parlamentar,rec_int,pregao,valor_unit,estado,municipio,latitude,longitude,beneficiario,cnpj_bene,contato,telefone,vencimento,responsavel_pela_informacao,entrega_realizada_pelo_fornecedor,processo_pagamento,pagamento,chassi_bt,chassi,serie_bt,serie,placa_bt,placa,ebm,ebm_bt,localizacao,punicao,obs_punicao,doacao,proc_doacao,status_doacao,termo_doacao,data_doacao,detalhe_da_doacao,data_ces,vencimento_do_encago,encargo,encargo_pagamnto,status_vencimento,det_enc,analista_responsavel,localizacao_do_bem,termo_publicado,entrega_fisica,baixa,data_entrega,of_emissao,metodo_doacao,intermedio,evento,item,marca,evento_realizado
7.0109/2021,NULL,2021NE570349,LIFE COMÉRCIO E SERVIÇOS EIRELI,33.070.387/0001-01,2021,197750 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,30650007PI6 - Emenda - Capitão Fábio Abreu - PR/ PI,59570.001750/2021-10,NULL,"Caminhão carroceria em madeira/metal, Tipo 3/4","Caminhões, veículos leves de carga e utilitários","Caminhões, veículos leves de carga e utilitários",Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,09/2021 - 7ª SR,286000,PI,Sigefredo Pacheco,-4.91664699999999932,-41.73112299999999664,ASSOCIAÇÃO DOS CRIADORES DE OVINOS E CAPRINOS DE SIGEFREDO PACHECO,08.438.295/0001-94,Douglas (86) 98101-6628,,2022-05-26,João Rodrigues,Sim,59570.000694/2022-87,Pago,Sim,CHASSI: 95PGA18FPPB001205,Não,,Sim,PLACA: REV9C10,284.967-0,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0159.00/2022,2022-08-25,Doado em 25/08/2022. Termo de Doação nº ,NULL,2023-08-22,Não Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2022-08-25,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0100/2021,NULL,2021NE570333,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,197816 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,41620010PI6 - Emenda - Marina Santos - SD/ PI,59570.002082/2021-48,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MARINA SANTOS,Não,23/2021 - SEDE,188800,PI,Simplício Mendes,-7.85294399999999904,-41.90753300000000081,PREFEITURA MUNICIPAL DE SIMPLÍCIO MENDES,06.553.952/0001-19,Secretário Flávio Moura 99981-6232 / Antilhon (89) 99985-0507,,2022-12-21,João Rodrigues,Sim,59570.001330/2022-14,Pago,Sim,CHASSI: MBNYHBKYVNNE01970 ,Não,,Não,,317.725-3,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0013.00/2023,2023-01-19,Doado em 19/01/2023. ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-27,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0173/2021,NULL,2021NE570521,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0005-06,2021,204956 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001750/2021-10,TED 090/21 SDRU-MDR,Caminhão compactador 10 m³,Compactadores de resíduos,Compactadores de resíduos,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,09/2021 - 7ª SR,554000,PI,Simplício Mendes,-7.85294399999999904,-41.90753300000000081,PREFEITURA MUNICIPAL DE SIMPLÍCIO MENDES,06.553.952/0001-19,Secretário Flávio Moura 99981-6232 / Antilhon (89) 99985-0507,,2022-10-05,José Orlando,Sim,SIM,Pago,Sim,CHASSI: 93ZA01LF0P8951994,Não,,Sim,PLACA: RSM8G92,"317.673-3,",Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0196.00/2022,2022-09-27,Doado em 27/09/2022. ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 20/09/2022 comprovada a GRU,,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-28,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0173/2021,NULL,2021NE570521,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0005-06,2021,204956 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001750/2021-10,TED 090/21 SDRU-MDR,Caminhão compactador 6 m³,Compactadores de resíduos,Compactadores de resíduos,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,09/2021 - 7ª SR,505000,PI,Sussuapara,-7.03686800000000012,-41.37669900000000212,PREFEITURA MUNICIPAL DE SUSSUAPARA,01.612.755/0001-00,Prefeito Naerton Silva (89) 999728443,,2022-10-05,José Orlando,Sim,SIM,Pago,Sim,CHASSI: 93ZA01BDZP8951925,Não,,Sim,PLACA: RSM9F80,317.658-2,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0209.00/2022,2022-09-28,Doado em 28/09/2022. ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 16/09/2022 comprovada a GRU,,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-26,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0172/2021,NULL,2021NE570520,SANTA CRUZ COMERCIAL E MÁQUINAS LTDA,03.079.956/0001-19,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.002156/2021-46,TED 090/21 SDRU-MDR,Casa de Farinha Móvel,Mandiocultura,Equipamentos APL,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,53/2021 - SEDE,123600,PI,São Francisco de Assis do Piauí,-8.23920700000000039,-41.68102799999999775,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES DO POVOADO TRÁS DA SERRA,08.769.223/0001-20,Cornélio Paulo de Sousa (89) 9 9428-7229 - Presidente da APTRAS.,,2023-01-27,João Rodrigues,Sim,59570.000174/2023-55 PAGO,Pago,Não,,Não,,Não,,317.775-8,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0091.00/2023,2023-08-14,Doado em 14/08/2023. Termo de Doação nº  ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-08-14,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0173/2021,NULL,2021NE570521,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0005-06,2021,204956 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001750/2021-10,TED 090/21 SDRU-MDR,Caminhão compactador 6 m³,Compactadores de resíduos,Compactadores de resíduos,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,09/2021 - 7ª SR,505000,PI,São Francisco de Assis do Piauí,-8.23920700000000039,-41.68102799999999775,PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ,01.612.678/0001-98,Prefeito Josimar João (89) 99475-8032,,2022-10-05,José Orlando,Sim,SIM,Pago,Sim,CHASSI: 93ZA01BDZP8951857,Não,,Sim,PLACA: RSM9H91,317.654-4,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0217.00/2022,2022-09-28,Doado em 28/09/2022. ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 19/09/2022 comprovada a GRU,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-26,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0170/2021,NULL,2021NE570517,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.002145/2021-66,TED 090/21 SDRU-MDR,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,27/2021 - SEDE,179000,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE SÃO JOSÉ DO DIVINO - ASCCOS - SJD,10.760.691/0001-85,,,2023-02-19,João Rodrigues,Sim,59570.000686/2023-11,Pago,Sim,CHASSI: BYYDK1255436MS ,Não,,Não,,317.986-0,Sim,NULL,Não,NULL,Sim,,Termo de Doação,07.0537.00/2023,2023-12-21,Doado em 21/12/2023. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-12-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0098/2021,NULL,2021NE570330,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,197750 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,30650007PI6 - Emenda - Capitão Fábio Abreu - PR/ PI,59570.002082/2021-48,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,23/2021 - SEDE,188800,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO COMUNITÁRIA DOS PRODUTORES DE LEITE DO MUNICÍPIO DE SÃO JOSÉ DO DIVINO - PIAUÍ,23.884.870/0001-76,Erisvaldo 98164-7064,,2022-12-21,João Rodrigues,Sim,59570.001330/2022-14,Pago,Sim,CHASSI: MBNYHBKYVNNE01752 ,Não,,Não,,317.703-3,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0281.00/2022,2022-12-30,Doado em 30/12/2022. ,NULL,2023-12-29,Não Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-27,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0101/2021,NULL,2021NE570334,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2021,197750 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,30650007PI6 - Emenda - Capitão Fábio Abreu - PR/ PI,59570.001753/2021-53,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,10/2021 - 7ª SR,29900,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO COMUNITÁRIA DOS PRODUTORES DE LEITE DO MUNICÍPIO DE SÃO JOSÉ DO DIVINO - PIAUÍ,23.884.870/0001-76,Erisvaldo 98164-7064,,2022-05-20,João Rodrigues,Sim,59570.000143/2022-13 PAGO,Pago,Não,,Sim,SÉRIE: 22/0138 ,Não,,284.721-4,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0281.00/2022,2022-12-30,Doado em 30/12/2022.  ,NULL,2023-12-29,Não Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-27,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0175/2021,NULL,2021NE570523,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001753/2021-53,TED 090/21 SDRU-MDR,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,10/2021 - 7ª SR,24000,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE SÃO JOSÉ DO DIVINO - ASCCOS - SJD,10.760.691/0001-85,,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Não,,Não,,317.630-0,Sim,NULL,Não,NULL,Sim,,Termo de Doação,07.0537.00/2023,2023-12-21,Doado em 21/12/2023. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-12-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0173/2021,NULL,2021NE570521,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0005-06,2021,204956 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001750/2021-10,TED 090/21 SDRU-MDR,Caminhão compactador 6 m³,Compactadores de resíduos,Compactadores de resíduos,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,09/2021 - 7ª SR,505000,PI,São José do Divino,-3.814114,-41.83079299999999989,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO DIVINO,41.522.111/0001-45,Prefeito Francisco de Assis Carvalho 98104-0802,,2022-10-05,José Orlando,Sim,Sim,Pago,Sim,CHASSI: 93ZA01BDZP8951637,Não,,Sim,PLACA: RSN0D78,317.656-8,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0215.00/2022,2022-09-28,Doado em 28/09/2022. ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 19/09/2022 comprovada a GRU,,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-27,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0171/2021,NULL,2021NE570518,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001753/2021-53,TED 090/21 SDRU-MDR,Grade Aradora 18/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,10/2021 - 7ª SR,50000,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE SÃO JOSÉ DO DIVINO - ASCCOS - SJD,10.760.691/0001-85,,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Não,,Não,,317.574-9,Sim,NULL,Não,NULL,Sim,,Termo de Doação,07.0537.00/2023,2023-12-21,Doado em 21/12/2023. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-12-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0160/2021,NULL,2021NE570476,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,203710 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,00180741PI9 - Emenda de Relator,59570.002145/2021-66,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MARCOS AURÉLIO,Não,27/2021 - SEDE,179000,PI,São José do Divino,-3.814114,-41.83079299999999989,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO DIVINO,41.522.111/0001-45,Prefeito Francisco de Assis Carvalho 98104-0802,,2023-02-19,João Rodrigues,Sim,59570.000686/2023-11,Pago,Sim,CHASSI: BYWDK1255512MS ,Não,,Não,,317.981-5,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0088.00/2023,2023-08-08,Doado em 08/08/2023. Termo de Doação nº ,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-08-07,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0120/2021,NULL,2021NE570374,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2021,203710 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,00180741PI9 - Emenda de Relator,59570.001753/2021-53,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,IRACEMA PORTELA,Não,10/2021 - 7ª SR,29900,PI,São José do Divino,-3.814114,-41.83079299999999989,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO DIVINO,41.522.111/0001-45,Prefeito Francisco de Assis Carvalho 98104-0802,,2022-05-20,João Rodrigues,Sim,59570.000143/2022-13 PAGO,Pago,Não,,Sim,SÉRIE: 22/0155 ,Não,,284.738-6,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0160.00/2022,2022-08-24,Doado em 24/08/2022. Termo de Doação nº ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 16/08/2022 comprovada a GRU,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-13,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0104/2021,NULL,2021NE570340,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,197750 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,30650007PI6 - Emenda - Capitão Fábio Abreu - PR/ PI,59570.001753/2021-53,NULL,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,FÁBIO ABREU,Não,10/2021 - 7ª SR,24000,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO COMUNITÁRIA DOS PRODUTORES DE LEITE DO MUNICÍPIO DE SÃO JOSÉ DO DIVINO - PIAUÍ,23.884.870/0001-76,Erisvaldo 98164-7064,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Não,,Não,,317.606-3,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0281.00/2022,2022-12-30,Doado em 30/12/2022. ,NULL,2023-12-29,Não Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-27,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0177/2021,NULL,2021NE570525,DUNAS COMERCIAL,05.530.834/0001-22,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001753/2021-53,TED 090/21 SDRU-MDR,Arado reversível - 03 discos,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,10/2021 - 7ª SR,26700,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE SÃO JOSÉ DO DIVINO - ASCCOS - SJD,10.760.691/0001-85,,,2022-05-20,João Rodrigues,Sim,59570.000580/2022-37,Pago,Não,,Não,,Não,,284.793-9,Sim,NULL,Não,NULL,Sim,,Termo de Doação,07.0537.00/2023,2023-12-21,Doado em 21/12/2023. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-12-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0122/2021,NULL,2021NE570376,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,203710 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,00180741PI9 - Emenda de Relator,59570.001753/2021-53,NULL,Guincho agrícola,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,IRACEMA PORTELA,Não,10/2021 - 7ª SR,2500,PI,São José do Divino,-3.814114,-41.83079299999999989,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO DIVINO,41.522.111/0001-45,Prefeito Francisco de Assis Carvalho 98104-0802,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Sim,SÉRIE: 393 ,Não,,317.632-4,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0174.00/2022,2022-09-01,Doado em 01/09/2022. Termo de Doação nº ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 16/08/2022 comprovada a GRU,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-13,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0121/2021,NULL,2021NE570375,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,203710 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,00180741PI9 - Emenda de Relator,59570.002082/2021-48,NULL,"Trator agrícola 90 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,IRACEMA PORTELA,Não,23/2021 - SEDE,188800,PI,São José do Divino,-3.814114,-41.83079299999999989,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO DIVINO,41.522.111/0001-45,Prefeito Francisco de Assis Carvalho 98104-0802,,2022-08-29,João Rodrigues,Sim,59570.000676/2022-03,Pago,Sim,CHASSI: LYYDR1134805MS ,Não,,Não,,284.965-6,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0160.00/2022,2022-08-24,Doado em 24/08/2022. Termo de Doação nº ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 16/08/2022 comprovada a GRU,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-13,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0176/2021,NULL,2021NE570524,KOHLER IMPLEMENTOS AGRICOLAS LTDA,92.264.472/0001-70,2021,204957 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,81000741NA9 - Emenda de Relator,59570.001753/2021-53,TED 090/21 SDRU-MDR,Arado reversível - 03 discos,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,10/2021 - 7ª SR,21200,PI,São José do Divino,-3.814114,-41.83079299999999989,ASSOCIAÇÃO DOS CRIADORES DE CAPRINOS E OVINOS DE SÃO JOSÉ DO DIVINO - ASCCOS - SJD,10.760.691/0001-85,,,2022-08-18,João Rodrigues,Sim,59570.000825/2022-26,Pago,Não,,Sim,SÉRIE: 22/1754 ,Não,,317.523-7,Sim,NULL,Não,NULL,Sim,,Termo de Doação,07.0537.00/2023,2023-12-21,Doado em 21/12/2023. Termo de doação nº ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-12-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0092/2021,NULL,2021NE570322,DCJ MÁQUINAS AGRÍCOLAS,07.542.498/0001-63,2021,197768 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,37440003PI6 - Emenda - Rejane Dias - PT/ PI,59570.002082/2021-48,NULL,"Trator agrícola 75 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,23/2021 - SEDE,188800,PI,São José do Peixe,-7.48553499999999872,-42.56716199999999617,ASSOCIAÇÃO DE PEQUENOS PRODUTORES DA COMUNIDADE VARANDAS,00.770.021/0001-96,Daguia (89) 99420-5289,,2022-12-21,João Rodrigues,Sim,59570.001378/2022-22,Pago,Sim,CHASSI: MBNYHBKYVNNC01730 ,Não,,Não,,317.743-5,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0012.00/2023,2023-01-20,Doado em 20/01/2023.,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0096/2021,NULL,2021NE570328,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,197768 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,37440003PI6 - Emenda - Rejane Dias - PT/ PI,59570.001753/2021-53,NULL,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,10/2021 - 7ª SR,24000,PI,São José do Peixe,-7.48553499999999872,-42.56716199999999617,ASSOCIAÇÃO DE PEQUENOS PRODUTORES DA COMUNIDADE VARANDAS,00.770.021/0001-96,Daguia (89) 99420-5289,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Não,,Não,,317.696-0,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0012.00/2023,2023-01-20,Doado em 20/01/2023. ,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0094/2021,NULL,2021NE570326,FREITAS COMERCIAL AGRÍCOLA EIRELI,27.883.350/0001-08,2021,197768 - 15.244.2217.7k66.0022 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado,37440003PI6 - Emenda - Rejane Dias - PT/ PI,59570.001753/2021-53,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,REJANE DIAS,Não,10/2021 - 7ª SR,38800,PI,São José do Peixe,-7.48553499999999872,-42.56716199999999617,ASSOCIAÇÃO DE PEQUENOS PRODUTORES DA COMUNIDADE VARANDAS,00.770.021/0001-96,Daguia (89) 99420-5289,,2022-06-19,João Rodrigues,Sim,59570.000904/2022-37,Pago,Não,,Não,,Não,,317.565-3,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0012.00/2023,2023-01-20,Doado em 20/01/2023.,NULL,NULL,Isento,Não,NULL,,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2023-02-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0163/2021,NULL,2021NE570482,CNH INDUSTRIAL BRASIL LTDA,01.844.555/0005-06,2021,205149 - 15.244.2217.7k66.0001 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Nacional,PI00037K662 - Apoio a Projeto de Desenvolvimento Local Sustentável,59570.001750/2021-10,NULL,Caminhão compactador 6 m³,Compactadores de resíduos,Compactadores de resíduos,Máquinas e equipamentos,TRUE,ELIANE NOGUEIRA,Não,09/2021 - 7ª SR,505000,PI,São João da Fronteira,-3.95497500000000013,-41.2569209999999913,PREFEITURA MUNICIPAL DE SÃO JOÃO DA FRONTEIRA,01.612.608/0001-30,Antonio Erivan 98108-0154,,2022-10-05,José Orlando,Sim,SIM,Pago,Sim,CHASSI: 93ZA01BDZP8951780,Não,,Sim,PLACA: RSM8A91,317.645-8,Sim,NULL,Não,NULL,Sim,,Termo de Doação,7.0190.00/2022,2022-09-28,Doado em 28/09/2022. Termo de doação nº   ,NULL,NULL,Não Isento,Não,Aguardando Pagamento,Em 20/09/2022 comprovada a GRU,Tânia Santos,BENEFICIÁRIO,Sim,Sim,Sim,2022-09-26,Emitida,Direta,NULL,NULL,NULL,,Sim
